#
# Shavian1000 1.0 generated from template.
#
# This is an example tab-separated wordlist file that can be edited in a spreadsheet
# program or regenerated from a wordlist tool. See lexical model documentation at 
# https://help.keyman.com/developer/ for tools.
#
# Columns
# =======
# WORD	FREQUENCY	(Optional)NOTES
#
𐑒𐑧𐑐𐑑	3
𐑢𐑪𐑗𐑦𐑙	3
𐑛𐑸𐑤𐑦𐑙	3
𐑛𐑪𐑜	3
𐑥𐑟	3
𐑢𐑦𐑯	3
𐑺	3
𐑪𐑯𐑼	3
𐑐𐑻𐑕𐑩𐑯𐑩𐑤	3
𐑥𐑵𐑝𐑦𐑙	3
𐑑𐑦𐑤	3
𐑩𐑛𐑥𐑦𐑑	3
𐑐𐑮𐑪𐑚𐑤𐑩𐑥𐑟	3
𐑥𐑻𐑛𐑼	3
𐑕𐑑𐑮𐑪𐑙	3
𐑣𐑰𐑛	3
𐑰𐑝𐑩𐑤	3
𐑛𐑧𐑓𐑦𐑯𐑦𐑑𐑤𐑦	3
𐑓𐑰𐑤𐑟	3
𐑦𐑯𐑓𐑼𐑥𐑱𐑖𐑩𐑯	3
𐑪𐑯𐑦𐑕𐑑	3
𐑤𐑲𐑝𐑟	3
𐑚𐑮𐑴𐑒	3
𐑤𐑪𐑙𐑜𐑼	3
𐑥𐑦𐑕𐑑	3
𐑛𐑪𐑤𐑼𐑟	3
𐑑𐑲𐑼𐑛	3
𐑡𐑱𐑕𐑩𐑯	3
𐑡𐑹𐑡	3
𐑰𐑝𐑯𐑦𐑙	3
𐑣𐑿𐑥𐑩𐑯	3
𐑕𐑑𐑸𐑑𐑦𐑙	3
𐑮𐑪𐑕	3
𐑦𐑯𐑑𐑲𐑼	3
𐑑𐑮𐑦𐑐	3
𐑚𐑮𐑫𐑒	3
𐑒𐑤𐑳𐑚	3
𐑯𐑲𐑤𐑟	3
𐑕𐑩𐑐𐑴𐑟	3
𐑒𐑭𐑥	3
𐑦𐑥𐑨𐑡𐑦𐑯	3
𐑑𐑪𐑛	3
𐑓𐑺	3
𐑒𐑷𐑑	3
𐑚𐑤𐑱𐑥	3
𐑓𐑱𐑝𐑼	3
𐑕𐑑𐑮𐑰𐑑	3
𐑕𐑦𐑑𐑦𐑙	3
𐑩𐑐𐑸𐑑𐑥𐑩𐑯𐑑	3
𐑒𐑹𐑑	3
𐑑𐑧𐑮𐑩𐑚𐑩𐑤	3
𐑒𐑤𐑰𐑯	3
𐑑𐑴𐑯𐑦	3
𐑤𐑻𐑯	3
𐑨𐑤𐑦𐑕𐑩𐑯	3
𐑮𐑦𐑒	3
𐑢𐑻𐑒𐑕	3
𐑮𐑴𐑟	3
𐑓𐑮𐑱𐑟𐑽	3
𐑮𐑦𐑤𐑨𐑒𐑕	3
𐑘𐑹𐑒	3
𐑥𐑦𐑤𐑘𐑩𐑯	3
𐑗𐑨𐑮𐑦𐑑𐑦	3
𐑨𐑒𐑕𐑦𐑛𐑩𐑯𐑑	3
𐑢𐑱𐑒	3
𐑐𐑮𐑵𐑝	3
𐑛𐑨𐑯𐑦	3
𐑕𐑥𐑸𐑑	3
𐑥𐑧𐑕𐑦𐑡	3
𐑓𐑼𐑜𐑪𐑑	3
𐑥𐑦𐑕𐑦𐑙	3
𐑕𐑥𐑷𐑤	3
𐑦𐑯𐑑𐑮𐑩𐑕𐑑𐑩𐑛	3
𐑑𐑱𐑚𐑩𐑤	3
𐑚𐑦𐑒𐑳𐑥	3
𐑒𐑮𐑱𐑜	3
𐑥𐑬𐑔	3
𐑐𐑮𐑧𐑜𐑯𐑩𐑯𐑑	3
𐑥𐑦𐑛𐑩𐑤	3
𐑚𐑦𐑤𐑦	3
𐑮𐑦𐑙	3
𐑒𐑺𐑓𐑩𐑤	3
𐑖𐑨𐑤	3
𐑛𐑵𐑛	3
𐑑𐑰𐑥	3
𐑮𐑲𐑛	3
𐑓𐑦𐑜𐑼𐑛	3
𐑖𐑵𐑑	3
𐑕𐑑𐑦𐑒	3
𐑓𐑪𐑤𐑴	3
𐑮𐑱	3
𐑚𐑴	3
𐑨𐑙𐑜𐑮𐑦	3
𐑦𐑯𐑕𐑑𐑧𐑛	3
𐑚𐑳𐑛𐑦	3
𐑕𐑑𐑪𐑐𐑑	3
𐑻𐑤𐑦	3
𐑱𐑯𐑡𐑩𐑤	3
𐑯𐑦𐑒	3
𐑮𐑨𐑯	3
𐑓𐑼𐑜𐑦𐑝	3
𐑕𐑑𐑨𐑯𐑛𐑦𐑙	3
𐑢𐑹	3
𐑡𐑱𐑤	3
𐑢𐑺𐑦𐑙	3
𐑥𐑦𐑜𐑢𐑧𐑤	3
𐑤𐑱𐑛𐑦𐑟	3
𐑒𐑲𐑯𐑛𐑩	3
𐑤𐑳𐑯𐑗	3
𐑒𐑮𐑦𐑕𐑗𐑩𐑯	3
𐑱𐑑	3
𐑜𐑮𐑰𐑯𐑤𐑰	3
𐑜𐑪𐑑𐑩𐑯	3
𐑣𐑴𐑐𐑦𐑙	3
𐑓𐑰𐑚𐑰	3
𐑔𐑬𐑟𐑩𐑯𐑛	3
𐑮𐑦𐑡	3
𐑥𐑿𐑟𐑦𐑒	3
𐑤𐑵𐑒	3
𐑐𐑱𐑐𐑼	3
𐑑𐑳𐑓	3
𐑑𐑱𐑐	3
𐑧𐑥𐑦𐑤𐑦	3
𐑕𐑑𐑱𐑑	3
𐑒𐑪𐑤𐑦𐑡	3
𐑒𐑬𐑯𐑑	3
𐑚𐑶𐑓𐑮𐑧𐑯𐑛	3
𐑐𐑮𐑬𐑛	3
𐑩𐑜𐑮𐑰	3
𐑚𐑻𐑔𐑛𐑱	3
𐑚𐑦𐑤	3
𐑕𐑧𐑝𐑩𐑯	3
𐑞𐑱𐑝	3
𐑑𐑦𐑥𐑦	3
𐑣𐑦𐑕𐑑𐑼𐑦	3
𐑖𐑺	3
𐑪𐑓𐑼	3
𐑣𐑳𐑮𐑦	3
𐑬	3
𐑓𐑰𐑑	3
𐑕𐑦𐑥𐑐𐑩𐑤	3
𐑢𐑳𐑯𐑛𐑼𐑦𐑙	3
𐑛𐑦𐑕𐑦𐑠𐑩𐑯	3
𐑚𐑦𐑤𐑛𐑦𐑙	3
𐑢𐑳𐑯𐑟	3
𐑓𐑦𐑯𐑦𐑖	3
𐑝𐑶𐑕	3
𐑣𐑻𐑕𐑧𐑤𐑓	3
𐑒𐑮𐑦𐑕	3
𐑢𐑫𐑛𐑩𐑝	3
𐑤𐑦𐑕𐑑	3
𐑒𐑱	3
𐑛𐑦𐑟𐑻𐑝	3
𐑥𐑧𐑕	3
𐑧𐑝𐑦𐑛𐑩𐑯𐑕	3
𐑒𐑿𐑑	3
𐑡𐑧𐑮𐑦	3
𐑛𐑮𐑧𐑕	3
𐑮𐑦𐑗𐑼𐑛	2
𐑦𐑯𐑑𐑮𐑩𐑕𐑑𐑦𐑙	2
𐑡𐑰𐑟𐑩𐑕	2
𐑡𐑱𐑥𐑟	2
𐑣𐑴𐑑𐑧𐑤	2
𐑦𐑯𐑡𐑶	2
𐑛𐑦𐑯𐑟𐑦	2
𐑮𐑲𐑩𐑯	2
𐑒𐑢𐑲𐑩𐑑	2
𐑒𐑩𐑯𐑕𐑻𐑯𐑛	2
𐑮𐑴𐑛	2
𐑰𐑝	2
𐑕𐑑𐑱𐑦𐑙	2
𐑖𐑹𐑑	2
𐑚𐑰𐑑	2
𐑕𐑢𐑰𐑑𐑦	2
𐑒𐑤𐑴𐑞𐑟	2
𐑥𐑧𐑯𐑖𐑩𐑯	2
𐑓𐑦𐑯𐑦𐑖𐑑	2
𐑓𐑧𐑤	2
𐑯𐑲𐑞𐑼	2
𐑯𐑰𐑞𐑼	2
𐑓𐑦𐑒𐑕	2
𐑝𐑦𐑒𐑑𐑼	2
𐑮𐑦𐑕𐑐𐑧𐑒𐑑	2
𐑕𐑐𐑧𐑯𐑑	2
𐑐𐑮𐑦𐑟𐑩𐑯	2
𐑩𐑑𐑧𐑯𐑖𐑩𐑯	2
𐑣𐑴𐑤𐑛𐑦𐑙	2
𐑒𐑷𐑤𐑟	2
𐑯𐑽	2
𐑕𐑼𐑐𐑮𐑲𐑟𐑛	2
𐑚𐑸	2
𐑚𐑧𐑔	2
𐑐𐑭𐑕	2
𐑒𐑰𐑐𐑦𐑙	2
𐑜𐑦𐑓𐑑	2
𐑣𐑨𐑛𐑩𐑯𐑑	2
𐑐𐑫𐑑𐑦𐑙	2
𐑛𐑸𐑒	2
𐑕𐑧𐑤𐑓	2
𐑯𐑹𐑩	2
𐑲𐑕	2
𐑿𐑟𐑦𐑙	2
𐑣𐑧𐑤𐑐𐑦𐑙	2
𐑚𐑦𐑗	2
𐑭𐑯𐑑	2
𐑯𐑹𐑥𐑩𐑤	2
𐑤𐑷𐑘𐑼	2
𐑩𐑐𐑸𐑑	2
𐑕𐑻𐑑𐑩𐑯	2
𐑐𐑤𐑨𐑯𐑟	2
𐑡𐑨𐑒𐑕	2
𐑓𐑤𐑹	2
𐑜𐑻𐑤𐑓𐑮𐑧𐑯𐑛	2
𐑢𐑧𐑞𐑼	2
𐑧𐑝𐑮𐑦𐑔𐑦𐑙𐑟	2
𐑐𐑮𐑧𐑟𐑩𐑯𐑑	2
𐑻𐑔	2
𐑐𐑮𐑲𐑝𐑩𐑑	2
𐑡𐑧𐑕𐑦𐑒𐑩	2
𐑚𐑪𐑒𐑕	2
𐑛𐑷𐑕𐑩𐑯	2
𐑒𐑳𐑝𐑼	2
𐑮𐑰𐑛	2
𐑡𐑳𐑡	2
𐑳𐑐𐑕𐑑𐑺𐑟	2
𐑩𐑤𐑧𐑒𐑕𐑦𐑕	2
𐑕𐑱𐑒	2
𐑖𐑷𐑯	2
𐑥𐑪𐑥𐑦	2
𐑥𐑳𐑥𐑦	2
𐑐𐑪𐑕𐑩𐑚𐑤𐑦	2
𐑢𐑻𐑕𐑑	2
𐑤𐑦𐑝𐑟	2
𐑤𐑲𐑝	2
𐑥𐑲𐑯𐑿𐑑	1
𐑦𐑒𐑕𐑒𐑿𐑕	1
𐑕𐑩𐑐𐑴𐑟𐑩𐑛	1
𐑿𐑕	1
𐑒𐑤𐑴𐑟	1
𐑰𐑝𐑩𐑯𐑦𐑙	1
𐑐𐑮𐑦𐑟𐑧𐑯𐑑	1
𐑖𐑱𐑝𐑾𐑯	1
